id,project,label,identifier,enabled,data,modularClassTags,geometryObjects,nodeObject_to,nodeObject_from
841,snowdontowers,room,46ec4172-06ee-4490-8b81-5cb4f0c7c011_828521,True,"{'Area': 1775.8193242394, 'Name': 'Pocket Park', 'Number': 104}",['room'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/681/?format=json'],[],[]
842,snowdontowers,room,46ec4172-06ee-4490-8b81-5cb4f0c7c011_828534,True,"{'Area': 1484.7902599564, 'Name': 'Commercial/Retail', 'Number': 105}",['room'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/682/?format=json'],[],[]
843,snowdontowers,room,46ec4172-06ee-4490-8b81-5cb4f0c7c011_828537,True,"{'Area': 952.9990234375, 'Name': 'Residential Lobby', 'Number': 106}",['room'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/683/?format=json'],[],[]
844,snowdontowers,room,46ec4172-06ee-4490-8b81-5cb4f0c7c011_828540,True,"{'Area': 369.0753580729, 'Name': 'Utility', 'Number': 107}",['room'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/684/?format=json'],[],[]
845,snowdontowers,room,46ec4172-06ee-4490-8b81-5cb4f0c7c011_828548,True,"{'Area': 2303.434516059, 'Name': 'Commercial/Retail', 'Number': 108}",['room'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/685/?format=json'],[],[]
846,snowdontowers,room,46ec4172-06ee-4490-8b81-5cb4f0c7c011_828551,True,"{'Area': 1132.6251534203, 'Name': 'Commercial/Retail', 'Number': 109}",['room'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/686/?format=json'],[],[]
847,snowdontowers,room,46ec4172-06ee-4490-8b81-5cb4f0c7c011_829648,True,"{'Area': 596.0810546875, 'Name': 'Corridor', 'Number': 201}",['room'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/687/?format=json'],[],[]
848,snowdontowers,room,46ec4172-06ee-4490-8b81-5cb4f0c7c011_829709,True,"{'Area': 838.8674045139, 'Name': 'Live/Work Unit', 'Number': 202}",['room'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/688/?format=json'],[],[]
849,snowdontowers,room,46ec4172-06ee-4490-8b81-5cb4f0c7c011_829712,True,"{'Area': 592.8782552083, 'Name': 'Studio Unit', 'Number': 203}",['room'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/689/?format=json'],[],[]
850,snowdontowers,room,46ec4172-06ee-4490-8b81-5cb4f0c7c011_829715,True,"{'Area': 569.3934193013, 'Name': 'Two Story Studio Unit', 'Number': 204}",['room'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/690/?format=json'],[],[]
851,snowdontowers,room,46ec4172-06ee-4490-8b81-5cb4f0c7c011_829718,True,"{'Area': 1105.1572265625, 'Name': 'Live/Work Unit', 'Number': 205}",['room'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/691/?format=json'],[],[]
852,snowdontowers,room,46ec4172-06ee-4490-8b81-5cb4f0c7c011_829817,True,"{'Area': 2424.6856584311, 'Name': 'Office Unit', 'Number': 301}",['room'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/692/?format=json'],[],[]
853,snowdontowers,room,46ec4172-06ee-4490-8b81-5cb4f0c7c011_829824,True,"{'Area': 656.6146171105, 'Name': 'Corridor', 'Number': 302}",['room'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/693/?format=json'],[],[]
854,snowdontowers,room,46ec4172-06ee-4490-8b81-5cb4f0c7c011_829850,True,"{'Area': 839.4959989175, 'Name': 'Live/Work Unit', 'Number': 303}",['room'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/694/?format=json'],[],[]
855,snowdontowers,room,46ec4172-06ee-4490-8b81-5cb4f0c7c011_829853,True,"{'Area': 592.8782552083, 'Name': 'Studio Unit', 'Number': 304}",['room'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/695/?format=json'],[],[]
856,snowdontowers,room,46ec4172-06ee-4490-8b81-5cb4f0c7c011_829859,True,"{'Area': 1145.4066297743, 'Name': 'Live/Work Unit', 'Number': 306}",['room'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/696/?format=json'],[],[]
857,snowdontowers,room,46ec4172-06ee-4490-8b81-5cb4f0c7c011_829862,True,"{'Area': 1105.1572265625, 'Name': 'Live/Work Unit', 'Number': 307}",['room'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/697/?format=json'],[],[]
858,snowdontowers,room,46ec4172-06ee-4490-8b81-5cb4f0c7c011_829865,True,"{'Area': 583.1147639048, 'Name': 'Live/Work Unit', 'Number': 308}",['room'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/698/?format=json'],[],[]
859,snowdontowers,room,46ec4172-06ee-4490-8b81-5cb4f0c7c011_829868,True,"{'Area': 765.9953838969, 'Name': 'Live/Work Unit', 'Number': 309}",['room'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/699/?format=json'],[],[]
860,snowdontowers,room,46ec4172-06ee-4490-8b81-5cb4f0c7c011_829896,True,"{'Area': 2325.3466114633, 'Name': 'Office Unit', 'Number': 401}",['room'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/700/?format=json'],[],[]
861,snowdontowers,room,46ec4172-06ee-4490-8b81-5cb4f0c7c011_830675,True,"{'Area': 570.2703724263, 'Name': 'Two Story Studio Unit', 'Number': 406}",['room'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/701/?format=json'],[],[]
862,snowdontowers,room,46ec4172-06ee-4490-8b81-5cb4f0c7c011_830676,True,"{'Area': 638.4145303049, 'Name': 'Corridor', 'Number': 402}",['room'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/702/?format=json'],[],[]
863,snowdontowers,room,46ec4172-06ee-4490-8b81-5cb4f0c7c011_830678,True,"{'Area': 839.883585723, 'Name': 'Live/Work Unit', 'Number': 403}",['room'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/703/?format=json'],[],[]
864,snowdontowers,room,46ec4172-06ee-4490-8b81-5cb4f0c7c011_830680,True,"{'Area': 592.8782552083, 'Name': 'Studio Unit', 'Number': 404}",['room'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/704/?format=json'],[],[]
865,snowdontowers,room,46ec4172-06ee-4490-8b81-5cb4f0c7c011_830682,True,"{'Area': 1145.7403971354, 'Name': 'Live/Work Unit', 'Number': 407}",['room'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/705/?format=json'],[],[]
866,snowdontowers,room,46ec4172-06ee-4490-8b81-5cb4f0c7c011_830684,True,"{'Area': 1105.1572265625, 'Name': 'Live/Work Unit', 'Number': 408}",['room'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/706/?format=json'],[],[]
867,snowdontowers,room,46ec4172-06ee-4490-8b81-5cb4f0c7c011_830686,True,"{'Area': 582.9143512362, 'Name': 'Live/Work Unit', 'Number': 409}",['room'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/707/?format=json'],[],[]
868,snowdontowers,room,46ec4172-06ee-4490-8b81-5cb4f0c7c011_830688,True,"{'Area': 767.595003347, 'Name': 'Live/Work Unit', 'Number': 410}",['room'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/708/?format=json'],[],[]
869,snowdontowers,room,46ec4172-06ee-4490-8b81-5cb4f0c7c011_830729,True,"{'Area': 2233.6420997001, 'Name': 'Office Unit', 'Number': 501}",['room'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/709/?format=json'],[],[]
870,snowdontowers,room,46ec4172-06ee-4490-8b81-5cb4f0c7c011_830834,True,"{'Area': 812.237340516, 'Name': 'Corridor', 'Number': 502}",['room'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/710/?format=json'],[],[]
871,snowdontowers,room,46ec4172-06ee-4490-8b81-5cb4f0c7c011_830902,True,"{'Area': 304.0581606036, 'Name': 'Green Roof', 'Number': 503}",['room'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/711/?format=json'],[],[]
872,snowdontowers,room,46ec4172-06ee-4490-8b81-5cb4f0c7c011_830909,True,"{'Area': 592.8782552083, 'Name': 'Studio Unit', 'Number': 504}",['room'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/712/?format=json'],[],[]
873,snowdontowers,room,46ec4172-06ee-4490-8b81-5cb4f0c7c011_830912,True,"{'Area': 803.9956983922, 'Name': 'Green Roof', 'Number': 505}",['room'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/713/?format=json'],[],[]
874,snowdontowers,room,46ec4172-06ee-4490-8b81-5cb4f0c7c011_830916,True,"{'Area': 1105.1572265625, 'Name': 'Live/Work Unit', 'Number': 506}",['room'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/714/?format=json'],[],[]
875,snowdontowers,room,46ec4172-06ee-4490-8b81-5cb4f0c7c011_830919,True,"{'Area': 914.52003712, 'Name': 'Live/Work Unit', 'Number': 507}",['room'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/715/?format=json'],[],[]
876,snowdontowers,room,46ec4172-06ee-4490-8b81-5cb4f0c7c011_830936,True,"{'Area': 10307.3320584991, 'Name': 'Parking Garage', 'Number': 'P01'}",['room'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/716/?format=json'],[],[]
877,snowdontowers,room,46ec4172-06ee-4490-8b81-5cb4f0c7c011_830946,True,"{'Area': 492.6666154286, 'Name': 'Utility', 'Number': 'P05'}",['room'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/717/?format=json'],[],[]
878,snowdontowers,room,46ec4172-06ee-4490-8b81-5cb4f0c7c011_830956,True,"{'Area': 59.4032118056, 'Name': 'Machine RM', 'Number': 'P02'}",['room'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/718/?format=json'],[],[]
879,snowdontowers,room,46ec4172-06ee-4490-8b81-5cb4f0c7c011_830963,True,"{'Area': 56.9133029514, 'Name': 'Machine RM', 'Number': 'P03'}",['room'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/719/?format=json'],[],[]
880,snowdontowers,room,46ec4172-06ee-4490-8b81-5cb4f0c7c011_830966,True,"{'Area': 57.304796007, 'Name': 'Storage', 'Number': 'P04'}",['room'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/720/?format=json'],[],[]
881,snowdontowers,room,46ec4172-06ee-4490-8b81-5cb4f0c7c011_841150,True,"{'Area': 722.9090711806, 'Name': 'Live/Work Loft Unit', 'Number': 405}",['room'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/721/?format=json'],[],[]
882,snowdontowers,room,46ec4172-06ee-4490-8b81-5cb4f0c7c011_2177792,True,"{'Area': 848.5490451389, 'Name': 'Mezzanine Dining', 'Number': 200}",['room'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/722/?format=json'],[],[]
883,snowdontowers,room,46ec4172-06ee-4490-8b81-5cb4f0c7c011_2181757,True,"{'Area': 5177.4925191991, 'Name': 'Green Roof', 'Number': 'R100'}",['room'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/723/?format=json'],[],[]
884,snowdontowers,room,46ec4172-06ee-4490-8b81-5cb4f0c7c011_2181762,True,"{'Area': 734.1611110296, 'Name': 'Bandstand', 'Number': 'R101'}",['room'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/724/?format=json'],[],[]
885,snowdontowers,room,46ec4172-06ee-4490-8b81-5cb4f0c7c011_2181766,True,"{'Area': 115.7447374132, 'Name': 'Storage', 'Number': 'R103'}",['room'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/725/?format=json'],[],[]
886,snowdontowers,room,46ec4172-06ee-4490-8b81-5cb4f0c7c011_2285535,True,"{'Area': 204.0963099868, 'Name': 'Private Patio', 'Number': '507A'}",['room'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/726/?format=json'],[],[]
